商品代码,说明,市场价值,员工数量,部门,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),RSI(14)
300543,朗科智能,4115904311,1993,电子科技,SZSE,电子生产设备,0.43158188,17.77854195,19.47311228,3.57214418,59.3510436
002487,大金重工,5034991478,977,工业服务,SZSE,工程建设,0.43357802,10.16514171,21.59591802,2.07334781,59.36196871
002378,章源钨业,10108967602,3442,非能源矿业,SZSE,其他金属/矿物,1.08357702,99.01380671,5.5880776,5.45465411,59.38667778
002434,万里扬,12325314221,3932,制造业,SZSE,汽车零件：OEM,0.41302495,18.64907444,10.17019037,1.86900763,59.39932725
600098,广州发展,17118692465,5543,公用事业,SSE,发电厂,0.8537021,17.31391586,5.58571557,0.95172586,59.41021979
300351,永贵电器,3575541885,2425,电子科技,SZSE,电子元器件,0.02747705,33.26180258,5.47622243,1.79752521,59.4206158
300059,东方财富,340356700869,4927,科技服务,SZSE,互联网软件/服务,1.36226151,49.99235204,21.4524421,10.19033991,59.42234853
002433,太安堂,3649840576,1972,健康科技,SZSE,药品：其他,0.48837972,,-1.00916647,0.72463662,59.42999674
688001,华兴源创,19506115493,1600,电子科技,SSE,电子设备/仪器,0.01738274,68.52638114,11.07824575,6.25712939,59.43482107
603877,太平鸟,24917160430,12081,零售行业,SSE,零售服装/鞋类,0.44723021,28.03136522,23.80349043,6.52623612,59.44111077
002545,东方铁塔,10773577889,1648,非能源矿业,SZSE,钢铁,0.20544709,33.64036844,4.01561153,1.33600959,59.4437478
002506,协鑫集成,23992834192,1317,制造业,SZSE,电子设备,0.74803799,,-61.53163488,4.86731484,59.44552609
002151,北斗星通,24264417690,5030,电子科技,SZSE,半导体,0.18704226,138.05947432,4.45205681,5.51793015,59.44648573
300430,诚益通,3029694403,1356,制造业,SZSE,工业机械,0.22815167,31.89407024,5.46384127,1.70806041,59.45461563
002223,鱼跃医疗,35515841804,5525,健康科技,SZSE,医学专业,0.09739845,19.95412899,26.23211579,4.92523204,59.46935237
603328,依顿电子,7767883371,4810,电子科技,SSE,电子元器件,0.04816853,44.22050978,4.80751172,2.24371024,59.49144026
688366,昊海生科,30894811895.173004,1374,健康科技,SSE,生物科技,0.01938801,103.42228253,6.40451304,6.62001348,59.49150647
000553,安道麦A,21648218750.16481,7768,加工制造业,SZSE,化学品：特种,0.68446335,45.40863177,2.34346665,1.07905349,59.52236556
002666,德联集团,4111094124.999999,930,加工制造业,SZSE,化学品：特种,0.13676122,15.02808989,8.59216664,1.26648202,59.52435948
300084,海默科技,1812246540,930,工业服务,SZSE,油田服务/设备,0.57884992,,-37.18596806,1.43474618,59.53128251
002685,华东重机,5008222615,930,制造业,SZSE,卡车/建筑/农业机械,0.25180864,,-24.49372829,1.31872885,59.53511852
300135,宝利国际,2598911870,401,非能源矿业,SZSE,其他金属/矿物,0.89801356,1059.25925926,0.2015904,2.10260105,59.53602821
601168,西部矿业,37341610182,5484,非能源矿业,SSE,其他金属/矿物,1.78363547,26.87136628,12.31082316,3.23040027,59.55520984
000776,广发证券,115495495426.09113,12307,金融,SZSE,投资银行/经纪商,2.3773304,12.07484227,10.86365193,1.29266774,59.56089243
300425,中建环能,3324487354,1454,工业服务,SZSE,环境服务,0.32923674,18.63950807,9.72292714,1.76246352,59.56881335
300293,蓝英装备,4670999794,1063,制造业,SZSE,工业机械,1.06355824,,-27.19385883,7.65370364,59.57230076
600169,太原重工,8632836462,6321,制造业,SSE,工业机械,3.42269627,69.04761905,4.5926505,1.91263438,59.58883561
300475,聚隆科技,8601599808,630,制造业,SZSE,电子设备,0.04347099,81.62272211,7.73148533,6.33411544,59.59295933
605111,新洁能,22048239768,219,电子科技,SSE,半导体,0.06540092,,16.09560951,13.46615489,59.59644984
300195,长荣股份,2799234033,1599,制造业,SZSE,工业机械,0.88869681,,-1.81472685,1.06480002,59.60764431
600745,闻泰科技,141775936027,25096,电子科技,SSE,电信设备,0.50489135,52.42577842,9.43903486,4.62283656,59.65428828
600316,洪都航空,32564169424,2301,电子科技,SSE,航空航天 & 国防,0.12770854,181.94611982,3.52910823,6.34675292,59.67330498
601619,嘉泽新能,9422507762,99,公用事业,SSE,可替代发电,1.92208141,,6.94131003,2.25296622,59.67809968
600405,动力源,3895059159,2424,制造业,SSE,电子设备,0.86822952,,-3.84737305,3.72222993,59.68945195
300100,双林股份,4862408678,4372,制造业,SZSE,汽车零件：OEM,1.32645396,40.88809947,7.39760628,2.62782988,59.68984852
300843,胜蓝股份,4556339870,2190,电子科技,SZSE,电子元器件,0.15120138,37.82919969,17.59341778,5.19764762,59.70154581
603197,保隆科技,6984591640,4564,制造业,SSE,汽车零件：OEM,1.2482922,25.51315302,19.33476619,4.90536898,59.70411776
603809,豪能股份,4823736302,2103,配送服务,SSE,批发分销商,0.33532518,24.42532849,11.84240324,2.77042308,59.70846724
688218,江苏北人,2150842124,565,制造业,SSE,工业机械,0.20136004,61.02088167,4.21677352,2.55477643,59.72865539
002859,洁美科技,13337437225,2310,电子科技,SZSE,电子生产设备,0.60082578,40.13300967,18.757681,7.12416722,59.72943473
601666,平煤股份,16808469158,74266,能源矿产,SSE,煤炭,1.56190047,9.45736434,10.96385341,1.05277196,59.73465714
300020,银江股份,6039817291,650,科技服务,SZSE,套装软件,0.47541388,36.93065244,4.63684236,1.69945995,59.740719
300424,航新科技,4238729046.000001,1175,工业服务,SZSE,工程建设,1.36420418,,-37.68717663,6.15514426,59.75126773
002622,融钰集团,4099200095.999999,397,制造业,SZSE,电子设备,0.46102097,,-27.80961202,4.53239214,59.75148855
000761,本钢板材,17646057417.835453,16745,非能源矿业,SZSE,钢铁,1.43095077,20.703125,4.3146786,0.87949612,59.77401772
002052,ST同洲,1432242713,357,电子科技,SZSE,电信设备,0.68946548,,-51.33726138,6.358736,59.78322746
300344,立方数科,3772599201,269,科技服务,SZSE,套装软件,1.78014624,,-156.02385535,57.95337515,59.7973605
300345,华民股份,2762509942,306,制造业,SZSE,金属加工,0,239.77695167,2.38694327,5.69667208,59.81060396
600063,皖维高新,10399831312,4710,加工制造业,SSE,化学品：特种,0.75376406,14.54444135,12.83196132,1.7716776,59.81616855
603081,大丰实业,4849887803,2220,制造业,SSE,办公设备/用品,0.51121598,16.08974359,15.95516758,2.21433335,59.81676682
300786,国林科技,2175302384,602,制造业,SZSE,工业机械,0.06598301,27.23034647,9.94340741,2.63481659,59.81863832
600157,永泰能源,37548021877,8745,公用事业,SSE,发电厂,1.08087098,7.68518519,14.21798786,0.88759137,59.81874828
300423,昇辉科技,6172210231,1726,制造业,SZSE,电子设备,0.42323178,10.60526316,14.76950282,1.49229229,59.83725564
002080,中材科技,46987458984,17219,加工制造业,SZSE,纺织品,1.19265489,19.5563674,20.41834953,3.88346281,59.84624462
688002,睿创微纳,48060000000,1297,电子科技,SSE,航空航天 & 国防,0.01973351,81.28326859,22.64005957,17.16928612,59.84753707
600497,驰宏锌锗,27340234793,9735,非能源矿业,SSE,其他金属/矿物,0.55664787,39.54022989,4.43324676,1.795857,59.84833444
600246,万通发展,16983212067,278,金融,SSE,房地产开发,0.31738962,783.62068966,0.33048251,2.53216744,59.84941983
300394,天孚通信,12149355326,2504,电子科技,SZSE,半导体,0.01192667,38.37805605,17.67161816,8.36048282,59.88881138
000800,一汽解放,54645182251,21077,耐用消费品,SZSE,机动车,0.33358032,12.67849416,17.73645303,2.19968319,59.89191435
601177,杭齿前进,3396509288,2958,制造业,SSE,卡车/建筑/农业机械,0.65710524,25.38812785,7.62581057,1.93928684,59.91457564
300707,威唐工业,2785825363,766,制造业,SZSE,工业机械,0.42932816,107.23403647,3.69815695,3.85857132,59.93976411
002172,澳洋健康,4402960724,3742,加工制造业,SZSE,纺织品,3.60835371,,-26.43453858,4.61529802,59.94273362
300977,深圳瑞捷,4779263968,1919,商业服务,SZSE,杂项商业服务,0.02347186,36.95022491,37.51075189,12.52871012,59.94886692
002408,齐翔腾达,24351329185,2467,加工制造业,SZSE,化学品：特种,0.64318103,15.66217806,15.67531627,2.33200966,59.95425322
300592,华凯创意,7712314038,149,科技服务,SZSE,套装软件,0.31992272,,-12.13720668,7.80308413,59.97577893
300416,苏试试验,5955485773,1697,制造业,SZSE,工业机械,1.12407784,43.23004695,15.29342298,6.305001,59.98327815
300177,中海达,8126326273,2822,电子科技,SZSE,电信设备,0.22042452,64.72684086,5.73625213,4.20589597,60.04201991
600711,盛屯矿业,25152539661,7107,非能源矿业,SSE,其他金属/矿物,0.57201853,43.57212954,4.8618544,2.19472229,60.07987761
603320,迪贝电气,1567890961,866,制造业,SSE,电子设备,0.41321661,34.82985416,6.31616325,2.20420971,60.09223079
002428,云南锗业,8954275158,1466,非能源矿业,SZSE,其他金属/矿物,0.33798231,232.21238938,2.54399706,5.88895372,60.10765003
002060,粤 水 电,4532527577,4137,工业服务,SZSE,工程建设,4.58151963,16.32653061,8.25799041,1.34065942,60.11170969
300158,振东制药,7377411259,4557,健康科技,SZSE,药品：其他,0.04634981,25.86978987,5.31312618,1.36699801,60.14497167
600523,贵航股份,6371946335,4409,制造业,SSE,汽车零件：OEM,0.0014738,34.59495352,7.03008782,2.4075081,60.14831753
688699,明微电子,20445250518,478,电子科技,SSE,半导体,0.00662892,130.78835421,15.37736763,19.45255793,60.16254449
600532,未来股份,8767956717,36,加工制造业,SSE,化学品：农业,0.25555241,443.56955381,1.04720045,4.6302131,60.16772219
603159,上海亚虹,2237199936,703,制造业,SSE,杂项制造,0,44.28690575,11.37147103,5.07654655,60.18957051
300576,容大感光,9168190210,495,加工制造业,SZSE,化学品：特种,0.46757531,140.87550028,12.85183183,18.12569526,60.22522606
000153,丰原药业,3083955139,45560,健康科技,SZSE,药品:专业,0.61082201,28.67312073,7.86816919,2.22375822,60.23354023
002795,永和智控,2636000061,1033,制造业,SZSE,工业机械,0.72804893,191.06858054,1.98629047,3.74878743,60.23384907
300391,康跃科技,6488225114,1814,制造业,SZSE,汽车零件：OEM,0.7661301,72.92236052,11.27384889,8.43031168,60.2554753
002495,佳隆股份,2395201509,258,制造业,SZSE,工业机械,0,99.22178988,2.01756505,1.98954514,60.25941978
600099,林海股份,1500971946,533,耐用消费品,SSE,机动车,0,138.69047619,2.28134761,3.16845865,60.27036638
300670,大烨智能,2833537622,476,制造业,SZSE,工业机械,0.08211082,44.20792079,7.18737305,3.04549485,60.28554598
600166,福田汽车,26778614219,21750,耐用消费品,SSE,机动车,0.81603274,33.04347826,5.33346482,1.75251767,60.29088789
300620,光库科技,5456813367,1281,电子科技,SZSE,电子元器件,0.00811785,74.24418895,7.36707085,3.95104067,60.32201388
603228,景旺电子,25323293308,12117,电子科技,SSE,电子元器件,0.38705559,26.37760597,15.28232781,3.83428508,60.33507448
002937,兴瑞科技,4365791489,2819,制造业,SZSE,金属加工,0.01117184,30.99390628,14.17591621,4.33320113,60.3377819
601615,明阳智能,39072214848,10163,制造业,SSE,电子设备,0.90274206,21.86071132,13.0762225,2.57941474,60.34115147
300900,广联航空,9723600254,634,电子科技,SZSE,航空航天 & 国防,0.05513401,,9.67713907,6.33163949,60.35377009
300415,伊之密,8880363786,3014,制造业,SZSE,工业机械,0.58313291,20.73604966,29.59534769,5.77854577,60.36649457
688683,莱尔科技,2595343055,,加工制造业,SSE,容器/包装,0.05706384,,13.63440438,5.36132002,60.37189242
300476,胜宏科技,19306851052,8959,电子科技,SZSE,电子元器件,1.16336464,33.25974156,16.25647112,5.33697349,60.41081804
300512,中亚股份,4018302611,1363,制造业,SZSE,工业机械,0,67.93151319,4.0726081,2.78691139,60.42412786
000066,中国长城,50922377002,15410,电子科技,SZSE,计算机处理硬件,1.17646116,48.63509471,12.40486325,5.70634823,60.43517817
002295,精艺股份,1859570719,510,非能源矿业,SZSE,其他金属/矿物,0.85274887,23.16954116,6.36562151,1.46377065,60.43785446
000959,首钢股份,42586145910,18166,非能源矿业,SZSE,钢铁,1.6292371,12.64321608,9.21790465,1.14885845,60.45399544
300232,洲明科技,10566424585,4770,电子科技,SZSE,半导体,0.68118774,74.08844065,3.63580711,2.64102522,60.47115834
600313,农发种业,5649076509,1070,加工制造业,SSE,农副产品,0.16331199,155.01432665,2.60603462,3.9901169,60.47267355
000666,经纬纺机,6048476430,7770,制造业,SZSE,工业机械,0.38226332,12.40052091,5.36820615,0.65917651,60.47686932
300503,昊志机电,4514574471,1637,制造业,SZSE,工业机械,0.58484054,37.22943723,10.23718761,4.32513668,60.48560197
000635,英 力 特,3682514418,2128,加工制造业,SZSE,化学品：多元化,0.06678761,22.11424038,5.64275338,1.25277239,60.50785237
688186,广大特材,8678862263,1235,非能源矿业,SSE,其他金属/矿物,0.94090477,32.60784695,12.08530277,3.94110583,60.51284936
600734,*ST实达,1605720524,1619,电子科技,SSE,计算机处理硬件,-1.58454527,,,,60.51419563
002470,*ST金正,6013430682,6955,加工制造业,SZSE,化学品：农业,1.0759423,,-39.68524024,0.91721604,60.5255147
601258,庞大集团,16238793992,12801,零售行业,SSE,专业商店,0.66415682,13.46316681,11.0367937,1.4683203,60.53067619
300317,珈伟新能,6421171351,578,制造业,SZSE,电子设备,0.11346729,118.60465116,2.77715084,3.23872585,60.54812827
601106,中国一重,24002241211,7981,制造业,SSE,工业机械,1.17107384,183.07692308,1.20487016,2.19885807,60.56018175
600192,长城电工,2107137884.0000005,3643,制造业,SSE,电子设备,0.88475542,,-10.83606131,1.16936555,60.56361109
688063,派能科技,41730600349,785,制造业,SSE,电子设备,0.01593636,129.69825304,17.27421582,13.87839355,60.57203944
000862,银星能源,4349693047,594,公用事业,SZSE,发电厂,2.10850652,41.2999323,3.89356197,1.62179695,60.57764504
600277,亿利洁能,10161468193,3963,加工制造业,SSE,化学品：特种,0.67035624,16.43770725,3.69060008,0.60716773,60.5894537
605066,天正电气,6235550076,3713,制造业,SSE,电子设备,0.04374658,25.28125,19.51304414,3.74098856,60.6038139
688026,洁特生物,8680000305,1252,健康科技,SSE,医学专业,0.01878299,65.69359265,16.68082629,11.04163269,60.60561637
002733,雄韬股份,7764982874,2602,制造业,SZSE,电子设备,0.56969804,139.332373,1.98351503,2.53982713,60.62163085
000837,秦川机床,5754978184,9959,制造业,SZSE,工业机械,1.19023178,23.47996638,11.20640361,2.6985686,60.63320401
002319,乐通股份,2704000092,317,加工制造业,SZSE,特种工业品,1.39877117,257.63358779,7.64632513,19.00712415,60.63482209
002843,泰嘉股份,1775104381,418,制造业,SZSE,工业机械,0.48425095,40.67875407,8.10704532,3.60872363,60.63573924
002957,科瑞技术,10708722073,2170,制造业,SZSE,工业机械,0.10906618,32.02332657,13.20039572,4.08489333,60.64543209
300539,横河精密,1869866615,1031,制造业,SZSE,工业机械,0.72531645,106.41509434,4.36652155,3.73902821,60.66343007
002886,沃特股份,3721852389,793,加工制造业,SZSE,化学品：特种,0.34599782,43.14694408,8.88596412,3.37247217,60.67207184
002708,光洋股份,3314395381,2972,制造业,SZSE,金属加工,0.23889854,41.44869215,4.70898223,1.96815287,60.67406316
603331,百达精工,1946383691,2301,制造业,SSE,工业机械,0.66197267,19.60679178,11.49513639,2.24006012,60.67607891
603088,宁波精达,1721036787,648,制造业,SSE,工业机械,0.02380306,25.16763523,12.0433004,3.10617262,60.69603805
300079,数码视讯,12235319737,736,电子科技,SZSE,电信设备,0.00781447,98.90243902,3.00462372,2.95440885,60.69628424
002823,凯中精密,3304387307,3768,制造业,SZSE,工业机械,1.06664079,37.39784243,6.2040429,2.28318248,60.72968304
002716,金贵银业,7604047900,486,非能源矿业,SZSE,其他金属/矿物,0.36321434,5.6424767,176.75038439,3.81799752,60.73059782
601016,节能风电,21592288838,929,公用事业,SSE,发电厂,1.92370119,26.29674306,8.89471403,2.21181699,60.74695036
603677,奇精机械,2328707921,2546,制造业,SSE,汽车零件：OEM,0.41611199,35.30965659,6.10789673,2.22708903,60.74908174
300145,中金环境,6324950743,6373,制造业,SZSE,工业机械,0.48971892,,-48.90087779,2.25571481,60.76083595
600847,万里股份,1588057246,499,加工制造业,SSE,特种工业品,0,188.53974122,1.19767802,2.24985277,60.76433272
688330,宏力达,8698999786,508,电子科技,SSE,电子设备/仪器,0.01680931,,17.36039262,2.87721178,60.77042946
603986,兆易创新,129363469238,1129,电子科技,SSE,半导体,0.00995391,91.43488672,12.29986815,12.25967342,60.772214
002090,金智科技,3751578378,1184,电子科技,SZSE,电子设备/仪器,0.43355928,43.6016752,6.63387596,2.82681035,60.77325294
002879,长缆科技,2893024585,1371,制造业,SZSE,电子设备,0,17.95043537,10.63889638,1.88110878,60.79002662
688011,新光光电,4483000183,359,电子科技,SSE,计算机外围设备,0.00370125,196.14754508,2.87492009,3.89113924,60.80399942
300049,福瑞股份,3827079678,508,健康科技,SZSE,药品:专业,0.07448631,65.98476133,4.76406706,3.11880287,60.81541117
300532,今天国际,2789706777,551,科技服务,SZSE,套装软件,0.4007024,65.7651715,5.26199883,3.17559411,60.82090445
002341,新纶科技,6832631654,1605,科技服务,SZSE,套装软件,0.77268042,,-29.06654829,1.80025962,60.82122272
002449,国星光电,6648629608,4035,电子科技,SZSE,电子元器件,0.2920512,67.49363868,2.65676557,1.8332265,60.86584293
601233,桐昆股份,62220845105,19371,加工制造业,SSE,纺织品,0.60557152,13.76288711,17.09010032,2.2849163,60.87747556
002655,共达电声,3229200096,2622,耐用消费品,SZSE,电子/电器,0.52621496,40.21687883,13.92944781,5.7925939,60.88108667
002414,高德红外,70912991714,3544,电子科技,SZSE,电子设备/仪器,0.18195661,62.33498144,26.07805221,15.47291676,60.88183944
300219,鸿利智汇,9295297992,4849,电子科技,SZSE,电子生产设备,0.41517939,64.67686236,7.5153053,4.83887041,60.88252987
688165,埃夫特,6840536005,1418,制造业,SSE,工业机械,0.25559371,,-8.15321567,3.26508805,60.88403818
002620,瑞和股份,2990091881,647,工业服务,SZSE,工程建设,0.4642315,17.98418972,6.95294449,1.2102709,60.88652659
002160,常铝股份,3826748938,2243,非能源矿业,SZSE,铝业,0.81139047,59.92366412,2.05868671,1.22707378,60.88692406
600768,宁波富邦,1233149290,191,非能源矿业,SSE,铝业,0.35757225,,-2.01502883,5.39266645,60.92116489
688396,华润微,117303368723,9060,电子科技,SSE,半导体,0.16490343,87.02334533,12.30406061,10.27863524,60.92354062
600587,新华医疗,9351910688,6676,健康科技,SSE,医学专业,0.42632616,26.48401944,7.94004744,2.09677429,60.93951674
603100,川仪股份,6872999849,4806,电子科技,SSE,电子设备/仪器,0.27297968,12.10120247,21.62309638,2.52715861,60.94330374
002227,奥 特 迅,3908985991,553,制造业,SZSE,电子设备,0.3822941,387.41719647,1.22540535,4.71969552,60.95302685
300808,久量股份,2692799988,821,制造业,SZSE,电子设备,0.13802308,77.47786166,3.52436812,2.72924076,60.96269259
601127,小康股份,80382026780,13238,耐用消费品,SSE,机动车,2.35754129,,-35.86594844,15.60589238,60.97150524
002263,大东南,6085886766,719,加工制造业,SZSE,容器/包装,0.01003173,28.01724138,9.29540216,2.53824947,61.04699215
600771,广誉远,18165016872,1955,健康科技,SSE,药品:专业,0.30859342,1950.00005102,0.39984426,7.75594958,61.07010728
600667,太极实业,21188274150,7842,加工制造业,SSE,纺织品,0.76007916,23.86335709,11.81849926,2.75565747,61.07423731
300597,吉大通信,2447999954,1568,商业服务,SZSE,杂项商业服务,0,77.88605697,3.90773117,3.00916942,61.07906375
300555,路通视信,2007999992,324,电子科技,SZSE,电信设备,0.08851054,166.44295302,1.8700364,3.10424894,61.10245015
000925,众合科技,4508042520,1469,电子科技,SZSE,半导体,0.75785215,18.67266592,10.11169102,1.81684853,61.14108974
603339,四方科技,3264604641,1350,制造业,SSE,工业机械,0.06005267,26.8722467,6.61406849,1.77259806,61.15211872
300767,震安科技,17388000526,523,制造业,SZSE,金属加工,0.26006743,112.11139359,15.09851418,16.97299259,61.16086562
688028,沃尔德,3227200012,649,制造业,SSE,工业机械,0,58.41395192,6.2807908,3.77769859,61.16316172
002111,威海广泰,7575961179,2178,制造业,SZSE,工业机械,0.21795315,18.57629785,12.88154907,2.34023789,61.1834411
600581,八一钢铁,10239757222,5366,非能源矿业,SSE,钢铁,3.36839445,14.61067367,16.19007834,2.27276594,61.18561538
300445,康斯特,3258676588,400,电子科技,SZSE,电子设备/仪器,0,51.02907547,8.30928941,3.68203441,61.20813701
300922,天秦装备,4907070776,198,制造业,SZSE,工业机械,0,65.5955492,11.85379059,5.69031588,61.22799782
601188,龙江交通,4092382121,608,运输,SSE,其他运输,0,16.04747162,5.61432771,0.91005124,61.22869967
600218,全柴动力,3735488242,2922,制造业,SSE,卡车/建筑/农业机械,0.28025991,16.49946256,9.56678054,1.55614805,61.22994071
600808,马钢股份,31481683814.663815,22145,非能源矿业,SSE,钢铁,0.69843582,10.77607514,10.90217574,1.18279628,61.23950016
003040,楚天龙,10366336076,,科技服务,SZSE,IT服务,0.12368447,,,,61.24901088
002072,*ST凯瑞,946880020,21,科技服务,SZSE,数据处理服务,-1.40896549,,,,61.25705131
300752,隆利科技,5599121365,3928,电子科技,SZSE,电子生产设备,1.00510275,62220.002,-0.10383651,6.57051337,61.26817847
603227,雪峰科技,4231488953,2788,加工制造业,SSE,特种工业品,0.36057254,23.41586236,11.57604235,2.75350233,61.27163412
300327,中颖电子,19377739440,361,电子科技,SZSE,半导体,0,84.8933596,21.9617805,18.12749351,61.29010024
600234,山水文化,3512530549,206,电子科技,SSE,计算机通讯,0.25971708,46.13518198,55.48789661,20.76086787,61.29310999
002056,横店东磁,25193746499,14468,制造业,SZSE,金属加工,0.31267292,,21.07417919,4.03157072,61.30547655
002222,福晶科技,7686449804,1325,电子科技,SZSE,电子元器件,0,48.936753,14.80970375,7.17363022,61.3326651
600081,东风科技,5004417573,4550,制造业,SSE,汽车零件：OEM,0.87204943,24.60919362,14.46066634,3.49401403,61.33720796
300816,艾可蓝,7567999878,451,制造业,SZSE,汽车零件：OEM,0.33047349,57.07328543,18.09098035,9.99574562,61.36109095
002296,辉煌科技,2658915221,835,电子科技,SZSE,电子设备/仪器,0.0337576,23.04513668,7.49792245,1.49750072,61.36396825
002656,ST摩登,2101933731,630,非耐用消费品,SZSE,服装/鞋类,0.09148557,69.50672646,4.43403501,2.90814939,61.390759
300075,数字政通,6061696070,8323,科技服务,SZSE,IT服务,0.00949165,36.6359447,5.74259404,1.96165217,61.44062698
600538,国发股份,3805680244,443,健康科技,SSE,药品:专业,0.00701195,590.24390244,0.86068178,4.40002667,61.44367205
300667,必创科技,5000037816,620,电子科技,SZSE,电子生产设备,0.11581322,75.59171302,6.38780399,4.41731987,61.45520603
002902,铭普光磁,3091200056,4094,电子科技,SZSE,电信设备,0.64610312,193.88297872,1.48972613,2.87810685,61.45566695
300567,精测电子,19798217035,2435,电子科技,SZSE,电子生产设备,1.04070925,59.50000167,18.39306291,10.05587092,61.46429875
603399,吉翔股份,3019671529,273,非能源矿业,SSE,其他金属/矿物,0.36134434,,-11.58652754,1.58957368,61.46664416
600819,耀皮玻璃,5081134254.649899,2646,加工制造业,SSE,特种工业品,0.2358626,22.37527923,7.4441901,1.63180416,61.47229586
600117,西宁特钢,4619422904,3838,非能源矿业,SSE,钢铁,2.24341787,51.17647059,6.68085064,3.13877725,61.4847782
002660,茂硕电源,2263203758,2221,制造业,SZSE,电子设备,0.40607979,35.70212766,9.72547268,3.32147,61.49068583
003016,欣贺股份,6906699219,4551,非耐用消费品,SZSE,服装/鞋类,0.04594507,27.48217224,7.28928118,2.19630559,61.49888302
002629,ST仁智,1145215423,138,能源矿产,SZSE,成品油,7.45616956,,-27.24907307,33.53204173,61.50824038
300700,岱勒新材,1589917414,686,非能源矿业,SZSE,其他金属/矿物,0.89608416,,-1.44441365,3.05041519,61.51095743
002175,*ST东网,1944747851,801,耐用消费品,SZSE,五金工具,-0.22713636,,,,61.52234636
000099,中信海直,4490981375,1005,工业服务,SZSE,油田服务/设备,0.3287612,19.73544974,6.73468578,1.30003433,61.53562525
300111,向日葵,3672944529,287,制造业,SZSE,电子设备,0.19040111,71.21212121,47.89103456,24.5339299,61.54211523
300626,华瑞股份,1792800007,,制造业,SZSE,电子设备,0.67887089,106.60377358,3.09880933,3.3202092,61.5422123
603300,华铁应急,9932514304,1705,金融,SSE,金融/租赁,0.72904643,24.18014867,14.00620567,2.85932188,61.55928741
000663,*ST永林,3383673555,592,非能源矿业,SZSE,林产品,0.76499273,34.46634942,16.93743956,5.72376888,61.57848692
600354,敦煌种业,3515161659,722,加工制造业,SSE,农副产品,0.82204731,69.12350598,9.2145016,5.99806403,61.58873262
603045,福达合金,1763496044,1387,非能源矿业,SSE,其他金属/矿物,1.24070231,28.5274048,7.55556934,2.13205235,61.59908069
603078,江化微,6229957339,408,加工制造业,SSE,化学品：特种,0.55019409,101.97578075,6.10060913,4.31992851,61.624761
000534,万泽股份,7266058521,890,金融,SZSE,房地产开发,0.46437759,96.86888454,7.33966709,7.30469173,61.6298208
300163,先锋新材,1948140063,677,加工制造业,SZSE,容器/包装,0.08481399,94.10377358,3.4130046,3.16262553,61.67376614
600970,中材国际,18488564386,9251,工业服务,SSE,工程建设,0.40954643,14.2485272,11.86697421,1.67637838,61.67865837
600753,东方银星,8350003333.000001,38,配送服务,SSE,批发分销商,0.23209495,397.89472632,9.4943937,36.42600991,61.67967562
002073,软控股份,4791351849,2610,制造业,SZSE,工业机械,0.32714452,33.53373413,3.27040119,1.09887223,61.6804897
300139,晓程科技,3096200052,103,电子科技,SZSE,半导体,0.00723752,,-9.62652464,3.05739152,61.68688637
000738,航发控制,27037159519,7369,电子科技,SZSE,航空航天 & 国防,0.12603778,66.37762238,6.90343685,4.52906676,61.68947637
300460,惠伦晶体,6726223608,951,电子科技,SZSE,电子元器件,0.69158747,80.35951731,12.6435238,10.28205326,61.69269786
600963,岳阳林纸,17057205866,3964,加工制造业,SSE,纸浆&纸,0.56765398,32.40839559,5.78781298,1.86613789,61.70212227
688611,杭州柯林,3215927020,203,电子科技,SSE,电子设备/仪器,0,,36.14834282,8.96082019,61.70553796
600770,综艺股份,8424000024.999999,574,科技服务,SSE,IT服务,0.08102189,49.07550077,4.62390609,2.2334107,61.71485265
002274,华昌化工,9895827667,3283,加工制造业,SZSE,化学品：特种,0.78676494,19.76833977,16.80166184,3.43846854,61.72312842
002590,万安科技,3861157730,3303,制造业,SZSE,汽车零件：OEM,0.28448157,45.63218391,4.37048276,1.98005481,61.73151904
601919,中远海控,293038180025.4927,29379,运输,SSE,海运,1.3742131,9.69711943,52.64132035,7.14596828,61.74141601
300385,雪浪环境,3321465061,831,工业服务,SZSE,环境服务,1.42877473,,-27.54815685,3.80472188,61.76000806
000498,山东路桥,9637930586,14020,工业服务,SZSE,工程建设,1.08661879,5.56919839,18.73850104,1.14355485,61.76872498
600666,ST瑞德,2405559583,1432,电子科技,SSE,电子生产设备,34.78417424,,-195.42400945,43.81610188,61.78599856
601918,新集能源,12305073303,15666,能源矿产,SSE,煤炭,2.05243705,9.28329008,19.02439192,1.73374844,61.78963976
000912,泸天化,7698879761,2987,加工制造业,SZSE,化学品：农业,0.34362528,19.16996047,7.5170378,1.40353111,61.81111046
600391,航发科技,7873585458,4360,电子科技,SSE,航空航天 & 国防,0.95518939,,-0.56453875,5.25895188,61.81215823
000301,东方盛虹,109461312791,18597,公用事业,SZSE,发电厂,1.91795296,238.64583333,4.17610925,6.31312088,61.81743674
300726,宏达电子,34120528032.000004,1579,电子科技,SZSE,电子生产设备,0,54.67588105,30.05310491,15.87406699,61.81901538
300408,三环集团,83177954730,10761,电子科技,SZSE,电子元器件,0.00819408,45.70324316,18.31724927,7.55097395,61.82710796
300777,中简科技,21968547328,264,制造业,SZSE,电子设备,0.01323477,95.5412937,21.29095185,19.10116153,61.84210338
