商品代码,说明,市场价值,员工数量,板块,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),aboveMa1,aboveMa2,maxChange
653,BONJOUR HOLD,870205000.0,500.0,零售行业,HKEX,专业商店,3.79312718,,-84.05887612,5.05450942,-1,-1,-1
2222,NVC INTL,853911000.0,,制造业,HKEX,电子设备,0.02768043,,-1.54308995,,-1,-1,-1
1878,SOUTHGOBI-S,848563845.0680976,280.0,能源矿产,HKEX,煤炭,-2.75124801,49.07662278,,,-1,-1,-1
559,DETAI NEWENERGY,847557000.0,,非能源矿业,HKEX,其他金属/矿物,0.18282369,,-20.30497917,1.01142536,-1,-1,-1
351,ASIA ENERGY LOG,847490000.0,,公用事业,HKEX,发电厂,0.09959204,,-52.34149661,3.44352617,-1,-1,-1
1200,MIDLAND HOLDING,847294000.0,,金融,HKEX,房地产开发,0.82418384,6.42701525,10.92393288,,-1,-1,-1
8527,JLOGO HLDGS,825000000.0,251.0,金融,HKEX,金融集团,1.37850313,,-26.88011028,23.18066873,-1,-1,-1
1692,TOWNRAY HLDGS,822110000.0,792.0,耐用消费品,HKEX,电子/电器,0.16884748,8.15236739,33.8539619,2.6606869,-1,-1,-1
73,ASIAN CITRUS,812383000.0,36.0,加工制造业,HKEX,农副产品,0.00407858,10.7615894,27.13882229,2.85739406,-1,-1,-1
1082,HK EDU INTL,811146000.0,,商业服务,HKEX,杂项商业服务,0.06797692,,-42.09495628,6.90390375,-1,-1,-1
503,LANSEN PHARMA,810231000.0,,健康科技,HKEX,药品：其他,0.16524569,1.18343195,59.03125401,,-1,-1,-1
1746,MAN SHUN GP,810000000.0,,金融,HKEX,金融集团,0.02021746,,-5.37851011,,-1,-1,-1
372,PT INTL DEV,797221000.0,42.0,其他,HKEX,其他,0.01273743,,-7.41247305,1.52221666,-1,-1,-1
8021,WLS HOLDINGS,790191000.0,90.0,工业服务,HKEX,工程建设,0.33262319,,-24.71603268,1.46980224,-1,-1,-1
6161,TARGET INS,782115000.0,,金融,HKEX,财产/财产保险,0.49686411,10.50420168,19.24671392,,-1,-1,-1
21,GREAT CHI PPT,779145000.0,86.0,金融,HKEX,房地产开发,0.0014623,,-8.56464187,0.79175924,-1,-1,-1
1161,WATER OASIS GP,775830000.0,,消费者服务,HKEX,其他消费者服务,0.9190082,28.00982801,11.21756891,,-1,-1,-1
976,CHIHO ENV,770472000.0,,工业服务,HKEX,环境服务,0.63682183,,-18.00847233,,-1,-1,-1
876,KAISA HEALTH,766405000.0,,制造业,HKEX,电子设备,0.03588566,,-6.20903965,,-1,-1,-1
6918,KIDZTECH,765702000.0,,耐用消费品,HKEX,娱乐产品,0.38692975,27.63157895,6.46898715,,-1,-1,-1
611,CNE TECH CORP,761592000.0,274.0,工业服务,HKEX,工程建设,3.10767156,13.33333333,5.60658595,0.68807612,-1,-1,-1
126,CARRIANNA,760540000.0,1700.0,消费者服务,HKEX,餐厅,0.47684701,13.06413302,1.42975801,0.19208941,-1,-1,-1
1401,SPROCOMM INTEL,760000000.0,,电子科技,HKEX,电信设备,0.95061868,21.83908046,9.48177707,,-1,-1,-1
1553,MAIKE TUBE,759150000.0,,非能源矿业,HKEX,钢铁,0.11825513,6.79347826,13.71432905,0.84758487,-1,-1,-1
1729,TIME INTERCON,754576000.0,2047.0,制造业,HKEX,电子设备,1.49888969,4.16666667,28.19616864,1.2502287,-1,-1,-1
1008,BRILLIANT CIR,752582000.0,1150.0,商业服务,HKEX,商业印刷/表格,0.14892591,84.21052632,0.3155335,0.27402109,-1,-1,-1
487,SUCCESSUNIVERSE,748827000.0,,消费者服务,HKEX,其他消费者服务,0.363328,,-13.22416922,,-1,-1,-1
65,GRAND OCEAN AR,744223000.0,,加工制造业,HKEX,容器/包装,0.0,,-34.37247291,,-1,-1,-1
1206,TECHNOVATOR,743082000.0,,电子科技,HKEX,电子设备/仪器,0.07523217,4.9894958,4.5887785,0.21780598,-1,-1,-1
1285,JIASHILI GP,738700000.0,,非耐用消费品,HKEX,食品：特色/糖果,0.41160593,4.60067201,16.83806898,,-1,-1,-1
8471,REACH NEW HLDGS,714000000.0,,非耐用消费品,HKEX,服装/鞋类,0.09685218,,-21.39138241,10.35502959,-1,-1,-1
869,PLAYMATES TOYS,708000000.0,,耐用消费品,HKEX,其他消费特产,0.01227223,,-3.10404642,,-1,-1,-1
2371,CL EDU FIN,703541000.0,,通讯,HKEX,专业电信,0.43208314,,-0.57704213,,-1,-1,-1
3992,CREATIVE HLDGS,700000000.0,4818.0,商业服务,HKEX,杂项商业服务,0.04810305,13.10861423,17.75999494,2.477613,-1,-1,-1
1586,CHINA LEON,696000000.0,,能源矿产,HKEX,煤炭,0.21964874,12.27080395,20.70872786,,-1,-1,-1
8391,CORNERSTONE TEC,695758000.0,149.0,商业服务,HKEX,商业印刷/表格,0.56888238,,,8.78455131,-1,-1,-1
1412,Q P GROUP,691600000.0,,加工制造业,HKEX,纸浆&纸,0.11849428,5.31262771,19.61506266,0.88173254,-1,-1,-1
1823,HUAYUEXPRESSWAY,689055000.0,,配送服务,HKEX,食品经销商,1.67635796,,15.54584264,,-1,-1,-1
730,SHOUGANG GRAND,685358000.0,,金融,HKEX,房地产开发,0.16565863,114.66666667,0.42702299,0.47409041,-1,-1,-1
2166,SMART-CORE,684153000.0,,电子科技,HKEX,计算机外围设备,1.08523276,9.70873786,11.73924401,,-1,-1,-1
8316,QUANTONG HLDGS,680000000.0,60.0,工业服务,HKEX,工程建设,-0.40059936,,,,-1,-1,-1
1097,I-CABLE COMM,677789000.0,,消费者服务,HKEX,卫星电视,2.11811856,,-54.79335127,1.85619383,-1,-1,-1
713,WORLD HOUSEWARE,672599000.0,796.0,耐用消费品,HKEX,家居装修,0.14844863,9.76692564,3.89385376,0.36274449,-1,-1,-1
1730,LHN,660348818.9437125,633.0,金融,HKEX,房地产开发,1.40363394,2.91601543,30.38515436,0.87415353,-1,-1,-1
2728,JINTAI ENERGY H,654888000.0,349.0,耐用消费品,HKEX,电子/电器,8.17642377,1.99728261,,10.25819958,-1,-1,-1
595,AV CONCEPT HOLD,654237000.0,178.0,电子科技,HKEX,半导体,0.02423773,4.60947503,11.90942388,0.55942317,-1,-1,-1
828,DYNASTY WINES,649064000.0,258.0,非耐用消费品,HKEX,饮料:酒精饮料,0.01912092,5.57939914,88.38813066,3.28345015,-1,-1,-1
1703,PALACE BANQUET,644000000.0,279.0,消费者服务,HKEX,餐厅,5.12772209,,-87.96282209,4.04916847,-1,-1,-1
1410,EDVANCE INTL,643168000.0,90.0,科技服务,HKEX,IT服务,0.29886024,23.02158273,25.33664793,5.67627494,-1,-1,-1
472,NEW SILKROAD,641518000.0,,金融,HKEX,房地产开发,0.87835734,,-5.40849322,,-1,-1,-1
1461,LUZHENG FUTURES,631197000.0,530.0,金融,HKEX,投资银行/经纪商,0.00896537,9.96835443,2.48421413,0.23772867,-1,-1,-1
8216,MAXICITY,628000000.0,229.0,其他,HKEX,投资信托/互惠基金,0.00347622,15.95528455,36.71154151,4.95018287,-1,-1,-1
609,TIANDE CHEMICAL,613407000.0,1368.0,加工制造业,HKEX,化学品：特种,0.07954345,5.75539568,6.89205526,0.37271325,-1,-1,-1
166,NEWTIMES ENERGY,613122000.0,,工业服务,HKEX,钻井承包,0.2012396,,-9.90253572,,-1,-1,-1
229,RAYMOND IND,611098000.0,,耐用消费品,HKEX,电子/电器,0.0,9.12490651,10.5060109,0.92074777,-1,-1,-1
508,DINGYI GP INV,610632000.0,,金融,HKEX,金融/租赁,0.99868766,,-5.45213553,0.5022389,-1,-1,-1
1780,B & D STRATEGIC,601400000.0,60.0,工业服务,HKEX,工程建设,6.66e-05,35.79335793,6.05850488,2.30409273,-1,-1,-1
1402,I-CONTROL,600300000.0,70.0,科技服务,HKEX,IT服务,0.20246127,54.54545455,7.81429491,4.25350915,-1,-1,-1
1632,MSCTECH,592653000.0,183.0,消费者服务,HKEX,餐厅,0.31871533,,-6.65526219,4.37900616,-1,-1,-1
983,SOCAM DEV,591546000.0,1811.0,工业服务,HKEX,工程建设,0.94359893,11.40794224,1.75172646,0.18887164,-1,-1,-1
103,SHOUGANG CENT,588581000.0,2148.0,制造业,HKEX,金属加工,0.40189454,4.57902511,9.73422905,0.35774872,-1,-1,-1
1950,SUNLIGHT TECH H,588000000.0,,加工制造业,HKEX,特种工业品,0.0,,-1.60218438,1.74123165,-1,-1,-1
2023,CHINA LUDAO,585242000.0,,非耐用消费品,HKEX,家庭/个人护理,1.22664149,12.94885745,12.15281555,1.55590131,-1,-1,-1
550,KK CULTURE,585064000.0,,商业服务,HKEX,广告/市场营销服务,0.05338128,,-14.54397777,4.27350427,-1,-1,-1
1388,EMBRY HOLDINGS,582936000.0,5455.0,其他,HKEX,其他,0.2241836,,-0.11675056,0.23426201,-1,-1,-1
2189,KATO (HK) HLDGS,580000000.0,443.0,健康服务,HKEX,医疗/护理服务,1.03741508,9.53947368,30.99005431,3.01032854,-1,-1,-1
301,SANVO CHEMICALS,568575000.0,,加工制造业,HKEX,特种工业品,0.97301827,7.54395916,41.11464816,,-1,-1,-1
2230,MEDIALINK GROUP,567436000.0,99.0,消费者服务,HKEX,电影/娱乐,0.00544415,15.07936508,7.67739995,1.17399901,-1,-1,-1
1955,JOHNSON HLDGS,565000000.0,10000.0,商业服务,HKEX,杂项商业服务,1.15576803,5.91932949,34.14277334,1.88182787,-1,-1,-1
8297,BODIBRA,564960000.0,120.0,零售行业,HKEX,零售服装/鞋类,-0.55447154,,,,-1,-1,-1
926,BESUNYEN,558323000.0,,非耐用消费品,HKEX,食品：特色/糖果,0.15068549,11.00628931,4.5192718,0.4744862,-1,-1,-1
137,JINHUI HOLDINGS,556803000.0,67.0,运输,HKEX,海运,0.49865095,,-7.29508597,0.48940097,-1,-1,-1
360,NEW FOCUS AUTO,554947000.0,,制造业,HKEX,汽车零件：OEM,1.65219622,,-83.50749922,1.59007175,-1,-1,-1
343,CULTURECOM HOLD,550658000.0,177.0,消费者服务,HKEX,出版：报纸,0.15237585,,-26.65314158,2.07782395,-1,-1,-1
1425,JUSTIN ALLEN H,550000000.0,,非耐用消费品,HKEX,服装/鞋类,0.00795488,5.20710059,29.38023013,1.36201826,-1,-1,-1
800,A8 NEW MEDIA,549062000.0,,科技服务,HKEX,套装软件,0.03108203,9.75961538,3.29665336,0.30898962,-1,-1,-1
8479,JTF INTL,548700000.0,,配送服务,HKEX,批发分销商,0.01356876,31.38297872,4.83818861,,-1,-1,-1
320,COMPUTIME,545831000.0,4984.0,电子科技,HKEX,电子设备/仪器,0.15345589,,-0.29265158,0.43357324,-1,-1,-1
621,TAUNG GOLD,544545000.0,29.0,能源矿产,HKEX,煤炭,0.00027267,,-1.27298673,0.20380435,-1,-1,-1
987,CH RENEW EN INV,538824000.0,97.0,公用事业,HKEX,可替代发电,0.45553959,6.25,4.72754031,0.28146887,-1,-1,-1
901,GOLDSTONE INV,530234000.00000006,,金融,HKEX,金融集团,-0.95055969,,,,-1,-1,-1
1129,WATER INDUSTRY,526858000.0,,公用事业,HKEX,供水,0.52402214,47.82608696,0.82407022,0.37429819,-1,-1,-1
1645,HAINA INTEL,526404000.0,,制造业,HKEX,工业机械,0.12490446,10.03584229,20.56979676,1.62771771,-1,-1,-1
759,CEC INT'L HOLD,526291000.00000006,1700.0,电子科技,HKEX,电子元器件,0.88821764,23.65269461,5.26226255,1.27652011,-1,-1,-1
912,SUGA INT'L,524456000.0,2136.0,其他,HKEX,其他,0.15031854,17.89168279,4.02522649,0.74497944,-1,-1,-1
623,SINOMEDIA,523960000.00000006,,商业服务,HKEX,广告/市场营销服务,0.00220745,5.36307546,5.3675073,,-1,-1,-1
1023,SITOY GROUP,518239000.00000006,5466.0,非耐用消费品,HKEX,服装/鞋类,0.12748082,,-13.76052149,0.27936429,-1,-1,-1
8223,ZYY,516000000.0,,金融,HKEX,金融/租赁,0.36579496,35.24590164,4.17825743,1.4348479,-1,-1,-1
40,GOLD PEAK,510050000.0,8120.0,电子科技,HKEX,电子设备/仪器,1.52672688,,-7.29632264,0.39207644,-1,-1,-1
641,CHTC FONG'S INT,506101000.0,3600.0,制造业,HKEX,工业机械,0.99951092,80.70175439,1.16087136,0.28522356,-1,-1,-1
455,TIANDA PHARMA,505259000.0,573.0,健康科技,HKEX,药品：其他,0.1071199,,-2.04565605,0.69905108,-1,-1,-1
1110,KINGWORLD,498000000.0,1033.0,配送服务,HKEX,医疗分销商,0.45065953,37.91469194,1.88931906,0.7097421,-1,-1,-1
423,HKET HOLDINGS,496340000.0,1440.0,消费者服务,HKEX,出版：报纸,0.02735309,17.55725191,3.16027921,0.55893074,-1,-1,-1
1623,HILONG,491967000.0,2820.0,工业服务,HKEX,油田服务/设备,1.01128757,,-8.78793679,0.13496219,-1,-1,-1
893,CHINAVTM MINING,485788000.0,191.0,非能源矿业,HKEX,钢铁,0.10049462,,1.57844875,0.65424807,-1,-1,-1
827,KO YO GROUP,482947000.0,,加工制造业,HKEX,化学品：农业,117.65329157,,-194.98130921,23.97820163,-1,-1,-1
8441,IWS GROUP,480000000.0,1941.0,商业服务,HKEX,杂项商业服务,0.02633994,5.83090379,67.03139247,3.15839343,-1,-1,-1
8535,VISTAR HOLDINGS,480000000.0,116.0,工业服务,HKEX,工程建设,0.06922186,33.89830508,11.67516264,4.072905,-1,-1,-1
90,PUXING ENERGY,476944000.0,,公用事业,HKEX,发电厂,1.8148292,3.38541667,19.80487413,,-1,-1,-1
886,SILVER BASE,476881000.0,222.0,配送服务,HKEX,批发分销商,2.09498305,,-26.63565679,1.60676211,-1,-1,-1
2789,YUANDA CHINA,471819000.0,,耐用消费品,HKEX,家居装修,0.52524763,,-28.13319083,,-1,-1,-1
707,ATV HOLDINGS,466507000.0,,加工制造业,HKEX,纺织品,17.90146002,,-147.66645073,3.11671088,-1,-1,-1
8371,TASTEGOURMET GP,464318000.0,419.0,消费者服务,HKEX,餐厅,1.60903958,37.03703704,10.23748943,3.7638793,-1,-1,-1
922,ANXIANYUAN CH,462043000.0,,配送服务,HKEX,批发分销商,0.16242453,2.76595745,10.693325,,-1,-1,-1
1942,MOG HOLDINGS,450000000.0,567.0,金融,HKEX,金融集团,0.15780518,,20.30475624,4.42477876,-1,-1,-1
8017,TRADEGO,448500000.0,111.0,科技服务,HKEX,互联网软件/服务,0.04337168,24.76190476,25.07750779,6.38872963,-1,-1,-1
118,COSMOS MACH,448204000.0,,配送服务,HKEX,批发分销商,0.25212486,22.90748899,1.6045601,0.35329927,-1,-1,-1
498,BLUE RIVER HLDG,447088000.0,566.0,工业服务,HKEX,工程建设,0.11125425,,-10.25577678,0.12156139,-1,-1,-1
758,MACROLINK CAP,446313000.0,,金融,HKEX,房地产开发,0.25170165,,-48.82250196,4.18883731,-1,-1,-1
2221,NEW CONCEPTS,443684000.0,566.0,工业服务,HKEX,工程建设,2.56903571,,-105.51166122,3.11623559,-1,-1,-1
162,CENTURY GINWA,439757000.0,6500.0,零售行业,HKEX,百货公司,1.58769095,,-56.33193595,0.15328964,-1,-1,-1
1480,YAN TAT GROUP,434400000.0,739.0,电子科技,HKEX,电子元器件,0.01333562,11.22132672,6.77957788,0.71580263,-1,-1,-1
3326,PERFECT GROUP,432000000.0,,耐用消费品,HKEX,其他消费特产,0.01190241,5.64373898,12.63915716,0.66297885,-1,-1,-1
244,SINCERE,431942000.0,266.0,零售行业,HKEX,百货公司,4.60284131,,-284.88595182,3.02873606,-1,-1,-1
575,REGENT PACIFIC,431896000.0,,健康科技,HKEX,生物科技,0.27846139,,-43.17955466,,-1,-1,-1
1447,SFK,428000000.0,,工业服务,HKEX,工程建设,0.67351635,,-4.49828421,1.07629633,-1,-1,-1
1314,TSUI WAH HLDG,427368000.0,3029.0,消费者服务,HKEX,餐厅,1.14596299,,-43.83778873,0.60920489,-1,-1,-1
39,CH BEIDAHUANG,423309000.0,,加工制造业,HKEX,化学品：特种,1.03658848,28.33333333,1.17540572,0.32937757,-1,-1,-1
2326,NPE HOLDINGS,421682000.0,263.0,耐用消费品,HKEX,电子/电器,0.04909108,,-4.6852789,0.85360649,-1,-1,-1
689,EPI (HOLDINGS),413987000.0,,非能源矿业,HKEX,其他金属/矿物,0.00603485,49.375,1.8859988,,-1,-1,-1
8081,HANG TAI YUE GP,410890000.0,6200.0,其他,HKEX,其他,1.35867254,,-21.6619934,1.37475451,-1,-1,-1
756,SUMMI,410774000.0,113.0,非耐用消费品,HKEX,食品：特色/糖果,-1.44540053,,,,-1,-1,-1
1901,FEIYANG GROUP,410000000.0,,消费者服务,HKEX,其他消费者服务,1.98637756,,-57.06581221,3.2600485,-1,-1,-1
8412,BCI GROUP,409508000.0,,消费者服务,HKEX,餐厅,-10.30837143,,-4585.71428571,,-1,-1,-1
954,CHANGMAO BIO,407869000.0,,加工制造业,HKEX,化学品：特种,0.0792596,21.875,2.46799406,0.52974847,-1,-1,-1
8509,WINE'S LINK,400000000.0,45.0,配送服务,HKEX,食品经销商,0.91087757,38.31417625,5.28972014,2.00835476,-1,-1,-1
1661,WISDOM SPORTS,398235000.0,,商业服务,HKEX,广告/市场营销服务,0.00057876,,-7.45169009,,-1,-1,-1
1936,RITAMIX,395000000.0,,加工制造业,HKEX,农副产品,0.00043351,25.23961661,7.22635618,1.45627489,-1,-1,-1
434,BOYAA,391865000.0,,科技服务,HKEX,互联网软件/服务,0.00225521,,-2.14867042,0.17575722,-1,-1,-1
1959,CENT UNIT HLDG,387957000.0,837.0,零售行业,HKEX,专业商店,0.92712274,15.90909091,8.46442702,1.27947359,-1,-1,-1
1145,COURAGE INV,384195000.0,,运输,HKEX,海运,0.32626161,,-7.41573846,0.50009287,-1,-1,-1
8540,VICTORY SEC,384081000.0,,金融,HKEX,投资银行/经纪商,0.63012404,16.56600518,11.19116361,1.83821769,-1,-1,-1
1867,LKS HOLDING,380800000.0,49.0,耐用消费品,HKEX,住宅设计,0.31001407,,-2.3925426,3.26295585,-1,-1,-1
894,MAN YUE TECH,380438000.0,,电子科技,HKEX,电子元器件,0.71217046,15.81027668,1.67985628,,-1,-1,-1
1202,CHENGDU PUTIAN,380000000.0,,电子科技,HKEX,电信设备,0.00683668,,-5.06804553,0.39367632,-1,-1,-1
1685,BOER POWER,374713000.0,776.0,制造业,HKEX,电子设备,3.18293538,21.09704641,6.2351141,1.20977498,-1,-1,-1
1549,EVER HARVEST GP,371000000.0,,运输,HKEX,海运,0.34358697,14.17112299,20.45105394,,-1,-1,-1
760,TALENT PPT GP,370552000.0,,其他,HKEX,其他,0.46718849,,-5.38491322,,-1,-1,-1
1869,LI BAO GE GP,370000000.0,,消费者服务,HKEX,餐厅,3.18127019,,-53.536182,6.61304736,-1,-1,-1
854,WILLAS-ARRAY,369499988.025218,377.0,配送服务,HKEX,电子经销商,0.76807745,7.08753361,7.82559942,0.60466841,-1,-1,-1
1663,S HARBOURHOLD,367136000.0,,金融,HKEX,房地产开发,0.18602592,5.03378378,4.73398415,,-1,-1,-1
6116,LA CHAPELLE,364546000.0,2354.0,非耐用消费品,HKEX,服装/鞋类,-2.03064184,,-1756.47638739,,-1,-1,-1
2195,UNITY ENT,360000000.0,25.0,耐用消费品,HKEX,住宅设计,0.07929122,,103.80278731,11.9047619,-1,-1,-1
1443,FULUM GP HLDG,357500000.0,2219.0,消费者服务,HKEX,餐厅,4.90436629,,-125.92328624,1.2460918,-1,-1,-1
1843,SNACK EMPIRE,356000000.0,164.0,零售行业,HKEX,食品零售,0.1532669,22.36180905,17.91910086,2.60905253,-1,-1,-1
1897,MILLIONHOPE IND,354520000.0,235.0,工业服务,HKEX,工程建设,0.00063081,15.25735294,4.53229966,0.70337791,-1,-1,-1
122,CROCODILE,350591000.0,203.0,非耐用消费品,HKEX,服装/鞋类,0.43511242,,-6.49178638,0.22963395,-1,-1,-1
1939,TOKYO CHUO,350000000.0,37.0,零售行业,HKEX,专业商店,0.28524058,,-1.02958837,1.25040191,-1,-1,-1
1446,HUNGFOOKTONG,347650000.0,891.0,非耐用消费品,HKEX,食品：特色/糖果,0.64965871,5.5613851,20.59336421,1.03590485,-1,-1,-1
712,COMTEC SOLAR,346339000.0,,电子科技,HKEX,电子元器件,-3.03631163,,,,-1,-1,-1
858,EXTRAWELL PHAR,344160000.0,,健康科技,HKEX,药品:专业,0.05674801,3.30275229,14.8907384,,-1,-1,-1
802,CHINA E-WALLET,344021000.0,53.0,电子科技,HKEX,电子生产设备,0.0259319,,-9.48780601,0.74025974,-1,-1,-1
8198,LOTO INTERACT,339995000.0,,科技服务,HKEX,IT服务,0.01609919,,-14.42230744,0.73743681,-1,-1,-1
1520,CEFC FIN INV,338000000.0,,非耐用消费品,HKEX,服装/鞋类,0.0208661,,-25.05969221,,-1,-1,-1
6888,FREETECH,334221000.0,,非能源矿业,HKEX,建筑材料,0.16843467,10.86206897,4.29418041,0.43822429,-1,-1,-1
111,CINDA INTL HLDG,333427000.0,128.0,金融,HKEX,投资银行/经纪商,1.05232024,3.98467433,8.96620381,0.33710196,-1,-1,-1
1545,DESIGN CAPITAL,324000000.0,136.0,商业服务,HKEX,杂项商业服务,0.27341988,7.75119617,13.055884,0.97344069,-1,-1,-1
1850,WINDMILL GP,324000000.0,50.0,公用事业,HKEX,可替代发电,0.18520566,,-7.54974496,2.94802737,-1,-1,-1
637,LEE KEE,323212000.0,180.0,配送服务,HKEX,批发分销商,0.0781382,,-7.38900183,0.37465776,-1,-1,-1
8473,MI MING MART,319200000.0,89.0,配送服务,HKEX,批发分销商,0.09332342,13.97058824,17.97826181,2.5519341,-1,-1,-1
1716,MOST KWAI CHUNG,318600000.0,103.0,消费者服务,HKEX,广播,0.01371206,20.70175439,14.15857531,3.24291643,-1,-1,-1
8422,WT GROUP,310000000.0,18.0,金融,HKEX,金融集团,0.01306783,,-14.78594501,4.78099938,-1,-1,-1
1975,SUN HING PRINT,307200000.0,,商业服务,HKEX,商业印刷/表格,0.04130981,6.92640693,13.67531379,,-1,-1,-1
1796,YIELD GO HLDGS,307200000.0,,耐用消费品,HKEX,住宅设计,0.34395183,,-23.76798628,1.82445338,-1,-1,-1
673,CHINA HEALTH,302216000.0,115.0,健康服务,HKEX,医疗/护理服务,0.06299424,,-34.84567689,3.11699402,-1,-1,-1
274,C BILLION RES,301788000.0,503.0,非耐用消费品,HKEX,家庭/个人护理,230.62703102,,-53.33520014,1.21585186,-1,-1,-1
6882,EGL HOLDINGS,301470000.0,482.0,消费者服务,HKEX,其他消费者服务,2.1304201,,-36.06339943,1.1935548,-1,-1,-1
280,KING FOOK HOLD,300847000.0,130.0,零售行业,HKEX,专业商店,0.20121817,16.25615764,2.90383394,0.47451973,-1,-1,-1
1705,B & S INTL HLDG,296000000.0,730.0,配送服务,HKEX,食品经销商,0.84488561,38.34196891,5.65984521,2.28029089,-1,-1,-1
8075,MEDIA ASIA,294776000.0,136.0,消费者服务,HKEX,电影/娱乐,0.03303826,,-50.6023273,7.32600733,-1,-1,-1
9918,WISE ALLY INTL,294000000.0,,电子科技,HKEX,电子生产设备,2.32917469,210.0,1.52849468,2.13507625,-1,-1,-1
1667,MILESTONE BUILD,292800000.0,127.0,耐用消费品,HKEX,住宅设计,1.49553601,,-46.59605063,1.95249984,-1,-1,-1
1985,MICROWARE,285000000.0,288.0,科技服务,HKEX,IT服务,0.01962349,5.72289157,23.85396664,1.2155799,-1,-1,-1
8113,HI-LEVEL TECH,280691000.0,100.0,配送服务,HKEX,批发分销商,0.37341971,8.7398374,20.95448675,1.66363601,-1,-1,-1
459,MIDLAND IC&I,279818000.0,,商业服务,HKEX,杂项商业服务,0.32694719,,-0.67267155,,-1,-1,-1
491,EMPEROR CULTURE,279561000.0,502.0,其他,HKEX,其他,9.65631442,,-100.76359941,0.95196411,-1,-1,-1
2381,SMC ELECTRIC,276000000.0,,制造业,HKEX,工业机械,0.04997071,7.58241758,22.4930933,1.92468619,-1,-1,-1
1669,GIC GROUP,276000000.0,,金融,HKEX,金融/租赁,0.05959177,4.30174564,7.88404864,0.32804811,-1,-1,-1
397,POWER FINANCIAL,275571000.0,29.0,金融,HKEX,金融集团,0.00643095,6.22641509,3.15402926,0.19401874,-1,-1,-1
1539,SYNERGY GROUP,273900000.0,52.0,商业服务,HKEX,杂项商业服务,0.65436086,,-60.48459261,0.71322999,-1,-1,-1
8617,BEST LINKING,272000000.0,,制造业,HKEX,金属加工,0.00178087,19.94134897,14.10436652,2.69104436,-1,-1,-1
2346,UNIVERSAL STAR,270641000.0,,电子科技,HKEX,电子设备/仪器,0.07128581,10.70663812,5.54459571,,-1,-1,-1
8462,OMNIBRIDGE HLDG,270000000.0,1714.0,金融,HKEX,金融集团,0.09518406,214.28571429,1.37147091,2.90097989,-1,-1,-1
1943,SILVER TIDE,270000000.0,35.0,非能源矿业,HKEX,林产品,0.05930135,450.0,-1.52628247,1.16953998,-1,-1,-1
8512,HYFUSIN GROUP,269500000.0,1830.0,制造业,HKEX,工业集团,0.17821725,2.98053528,50.54182679,1.20174621,-1,-1,-1
1540,LEFTFIELD PRINT,269283000.0,268.0,商业服务,HKEX,商业印刷/表格,0.11578637,9.69479354,9.7752354,0.91265549,-1,-1,-1
8493,DRAGON KING GP,269280000.0,390.0,消费者服务,HKEX,餐厅,-2.32456187,,-151.86595583,,-1,-1,-1
6119,TIAN YUAN GP,267000000.0,,运输,HKEX,其他运输,0.12770608,11.43958869,6.56439165,0.72768302,-1,-1,-1
682,CHAODA MODERN,266942000.0,170.0,加工制造业,HKEX,农副产品,0.02084749,,-4.38980389,0.94736842,-1,-1,-1
1957,MBV INTL,260620000.0,410.0,配送服务,HKEX,批发分销商,0.06268508,296.42857143,0.30924236,0.93447422,-1,-1,-1
8262,SUPER STRONG,260000000.0,53.0,工业服务,HKEX,工程建设,0.05671828,,-19.52645531,1.71603569,-1,-1,-1
2863,GOLDEN FAITH GP,259195000.0,,工业服务,HKEX,工程建设,0.0075821,9.56416465,9.70957263,0.95962295,-1,-1,-1
204,CHINA INV DEV,259037000.0,7.0,其他,HKEX,投资信托/互惠基金,0.0,,-43.17906336,5.25637722,-1,-1,-1
9978,FINELANDSERVICE,256000000.0,687.0,金融,HKEX,投资经理,0.05007884,20.64516129,7.98273776,1.53403643,-1,-1,-1
1572,CHINA ART FIN,253378000.0,,零售行业,HKEX,专业商店,0.00118331,5.11864407,4.16501427,0.20279072,-1,-1,-1
70,RICH GOLDMAN,252047000.0,,消费者服务,HKEX,博彩,0.0,,-8.80147479,0.21135462,-1,-1,-1
1640,RUICHENG CHINA,252000000.0,,商业服务,HKEX,广告/市场营销服务,0.58293416,87.5,1.16405459,,-1,-1,-1
8080,NAS HOLDINGS,248594000.0,302.0,零售行业,HKEX,食品零售,0.06381297,1.56830376,12.02036484,0.19243478,-1,-1,-1
928,LIFE HEALTHCARE,248011000.0,14.0,健康科技,HKEX,医学专业,0.00491961,,-4.35778487,0.83528088,-1,-1,-1
1194,BAY AREA GOLD,244559000.0,750.0,非能源矿业,HKEX,贵金属,0.79898078,,-50.86244289,0.05534987,-1,-1,-1
8476,OCEAN ONE HLDG,235200000.0,20.0,配送服务,HKEX,食品经销商,0.02617973,9.80163361,17.44382666,1.68813682,-1,-1,-1
387,LEEPORT(HOLD),232377000.0,,制造业,HKEX,工业机械,0.35751555,52.33160622,0.98200575,0.49809147,-1,-1,-1
8482,WAN LEADER,226800000.0,,金融,HKEX,金融集团,0.22742146,,-14.18557429,4.80854853,-1,-1,-1
953,SHAW BROTHERS,220040000.0,,耐用消费品,HKEX,娱乐产品,0.0018749,73.80952381,0.60251645,0.44871609,-1,-1,-1
871,CH DREDG ENV,219566000.0,,工业服务,HKEX,工程建设,0.73174692,,-43.1312171,,-1,-1,-1
